locus_radius:0.01,nuclear_radius:1.0,bound_zone_thickness:0.18350341907227397,bound_to_bound:1,unbound_to_bound:1,
SPB_FLE_BINDING_COLLISIONrestep
X,Y,is_bound
-0.916733918656681,0.3994983384000061,1
-0.9128698207428544,0.3603110194236728,1
-0.8989731219707506,0.40455233368895244,1
-0.861121020005542,0.426335852388368,1
-0.9087319800102579,0.38824171420113524,1
-0.8833610925810426,0.369258740085872,1
-0.9073551527629297,0.3570964652954418,1
-0.8352049271702257,0.3998719268245606,1
-0.8807880392968532,0.37874491815690514,1
-0.867838153178724,0.3765301218198544,1
-0.8537222590262971,0.40289689734100514,1
-0.858380803138784,0.40984546426491414,1
-0.8724435080474157,0.3794795735274743,1
-0.8484860838067991,0.35311060686569035,1
-0.8605693883010677,0.3410780669065633,1
-0.8017291767944307,0.3784657210251041,1
-0.7893797800795663,0.35469133296110983,1
-0.853322882525264,0.36376296031394334,1
-0.8447394912972968,0.37218265172081694,1
-0.8643933663024045,0.3254654884144784,1
-0.8389868275906123,0.3560193650329655,1
-0.864347041057644,0.31722103228837273,1
-0.9224164303736976,0.31945469399385745,1
-0.8609202671899472,0.3689401580611848,1
-0.8779462900060141,0.3355605769948487,1
-0.8857644004487472,0.3473056550829804,1
-0.9064851916434767,0.38046991071511116,1
-0.8576807873242892,0.3725433200214795,1
-0.864131968762865,0.43323424794548215,1
-0.8622941530771605,0.40319632742368683,1
-0.8596914173621861,0.40835119134031667,1
-0.8929773510273199,0.3774603032608822,1
-0.9034216849947638,0.38584802676557445,1
-0.8466098480904114,0.37009700318115346,1
-0.8300238464645411,0.3576854638885531,1
-0.8050391518265246,0.4143838667114591,1
-0.8660025386266679,0.4147835830131743,1
-0.8596072046003368,0.42521086020459176,1
-0.8207799172927556,0.4468967541079564,1
-0.8446583614704763,0.4640565627072722,1
-0.8270094596117799,0.4365997886655627,1
-0.8513125911906603,0.3785305815564022,1
-0.833634672276121,0.3811509724716279,1
-0.8225106261195021,0.39870406847140305,1
-0.8401770746699475,0.37818623488471753,1
-0.8779291788386274,0.3843328445835813,1
-0.8417713274903701,0.4090719297523842,1
-0.8611403869000855,0.39631116428452834,1
-0.818120497782601,0.36803440875003585,1
-0.8419208637600751,0.3656844173765629,1
-0.8037083227134295,0.3410547634916015,1
-0.8245448118051396,0.37123103377724065,1
-0.7704193054632296,0.39868009616336963,1
-0.8047302435358918,0.4031751669174211,1
-0.7877159898111735,0.41052565838818894,1
-0.7575155876917499,0.4474032727463718,1
-0.7719428529903463,0.46136056598107505,1
-0.7928744275619225,0.41345350758335325,1
-0.7558725755048411,0.3967566108344868,1
-0.808784452488333,0.3755211824987306,1
-0.8444395556841177,0.3824764545831517,1
-0.8217777984304369,0.3995417897727758,1
-0.8828275032855339,0.3797364478925965,1
-0.8895551789955223,0.35005541542978474,1
-0.8637034802331276,0.42516852986964354,1
-0.8425607907907408,0.36881713645054637,1
-0.8420996037109267,0.39080487738016534,1
-0.8765623170232857,0.3632588767597935,1
-0.7915287121855307,0.41679869325336943,1
-0.7950465414339255,0.4516276644394512,1
-0.776136660496853,0.40729077928196,1
-0.777758938160959,0.4026688897523044,1
-0.7938047095900232,0.4329628412666,1
-0.7644893885158721,0.4125820108842176,1
-0.7362516586803555,0.39329612447940565,1
-0.7491066297281057,0.3772536604625121,1
-0.7038710451348239,0.4027359322261245,1
-0.7615435113706678,0.395935513069013,1
-0.7505707049318967,0.35765695602045333,1
-0.7631546647227077,0.36263457057500564,1
-0.8026681449222152,0.3382139718303163,1
-0.7628513054404413,0.3539213339401976,1
-0.7705596326212527,0.32605157354350794,1
-0.8033804521116551,0.33874364773890847,1
-0.7836513502010968,0.37050073630850966,1
-0.8196788389789584,0.3759598604275698,1
-0.8619462099065232,0.41561098071101077,1
-0.8427637449574328,0.4477758553403603,1
-0.8181639429204841,0.4077510270935599,1
-0.8545517981405005,0.38018274649691336,1
-0.8301558071007965,0.406618276119593,1
-0.8256032633079082,0.3957701183689735,1
-0.8562585067271374,0.3878357471977425,1
-0.8329766101677402,0.3571168636484211,1
-0.8420381226082914,0.3697503675654226,1
-0.879374773599481,0.3384122267355284,1
-0.866258479060779,0.338910232329225,1
-0.8768929577915048,0.3930690932123049,1
-0.8540025852620295,0.3858691216409468,1
-0.8727415081324943,0.40024964460126994,1
-0.8853925144450236,0.43503951106511435,1
-0.8788859594278453,0.4096566304949528,1
-0.8603840249617803,0.4381911194747393,1
-0.8799739879177403,0.36386438819133565,1
-0.8405932407217099,0.4127125127748347,1
-0.8661712655792766,0.3953558545009792,1
-0.876474693541927,0.41719201117127186,1
-0.8892635600384713,0.3984564226039296,1
-0.9060145521874747,0.3684457428045266,1
-0.8621832344935296,0.3914283381200513,1
-0.8794522230067842,0.33324412508071055,1
-0.8556038004485743,0.3501669247372315,1
-0.839905189045339,0.37300214934040515,1
-0.8414733347626439,0.39030558454225195,1
-0.8305185956906007,0.4022446670615671,1
-0.7793472098807509,0.3815654068745004,1
-0.7871998314113297,0.39924765395225204,1
-0.8188365278127049,0.3583824958726028,1
-0.7710763151759294,0.36696107935433747,1
-0.771597211512832,0.3376404426131958,1
-0.7452853793696997,0.3090088124533036,1
-0.7935858768195377,0.3151093963527223,1
-0.7697058828296557,0.32893791629169084,1
-0.7459542493232343,0.33178731860189425,1
-0.7804171901253487,0.3601129718382092,1
-0.7599652523783579,0.38003467886819947,1
-0.7677910283741375,0.3444194552895571,1
-0.800251887595255,0.3603928521464968,1
-0.8220157869616188,0.3442944949703452,1
-0.8217920699428881,0.3867811701370836,1
-0.7658126979026562,0.4045906324532605,1
-0.7719813273532725,0.40590192830729926,1
-0.7737876310113387,0.3984836446328928,1
-0.7927443878565007,0.42054146298004863,1
-0.8218384675093848,0.38674385659534727,1
-0.8307259885987743,0.3625674107303427,1
-0.8134095965908131,0.36451656931388504,1
-0.7843154092474428,0.39471751129504057,1
-0.8381979186842616,0.40418406632887544,1
-0.8249111104165304,0.36362983467707294,1
-0.848395543838129,0.3942203940892718,1
-0.8577634749332077,0.3889819805809397,1
-0.8135443817481413,0.35141597958911563,1
-0.8268220606674733,0.38150760519990234,1
-0.8316938360022201,0.38495231217262,1
-0.865766766279095,0.4089113575787058,1
-0.8545497376214309,0.36095365971316967,1
-0.8213402473857886,0.3342111145901478,1
-0.814116147274406,0.3548199229746338,1
-0.8510566703525846,0.3723664039802727,1
-0.8666638041903777,0.3428861790544607,1
-0.8329315360224695,0.36027898256454555,1
-0.8208967262837559,0.34092461659879814,1
-0.8339275374021651,0.30620210065059533,1
-0.8075598408022632,0.29548469308880565,1
-0.8098903145829829,0.2707084373550216,1
-0.8086002403082019,0.27581725932511797,1
-0.8479521230233239,0.3364534500745835,1
-0.8374719276622413,0.2838963971353534,1
-0.8153336820258896,0.3284912640494793,1
-0.798422008567846,0.30883147046518444,1
-0.8226280948531379,0.3174025805953363,1
-0.8525984568959385,0.3014000776387871,1
-0.7898265317760653,0.3399413323057088,1
-0.7648549200937917,0.32647169414486404,1
-0.801835284179567,0.3486475256930421,1
-0.7895476525866509,0.3441618089496956,1
-0.782062722584231,0.3616802634851712,1
-0.8247393008156948,0.36192957565609624,1
-0.85231274037295,0.3563359836214037,1
-0.7764030168212179,0.31545987525945945,1
-0.7709767654551559,0.3239152296381968,1
-0.8415879160140546,0.3676726007186789,1
-0.8416256254917251,0.3573000215635531,1
-0.8495352456163183,0.36390751575837615,1
-0.8487287081188967,0.388009243438054,1
-0.8661926512886897,0.3767768844152457,1
-0.8737409852105237,0.36099206575558285,1
-0.8287690905054478,0.3823476000506919,1
-0.9045415856791614,0.36904748548951055,1
-0.8855259991137084,0.3704796335848591,1
-0.9088933778040434,0.3465738631053915,1
-0.8855587904710336,0.3726531952520114,1
-0.8459550635979913,0.3695711436409901,1
-0.7880424756687228,0.3982384669499164,1
-0.8469557912575751,0.3607922878591886,1
-0.7927454177328137,0.3959642460489291,1
-0.817138189195226,0.3892527495364059,1
-0.8293760380812826,0.397115256450974,1
-0.797854424741282,0.41720659342796107,1
-0.7975982825024368,0.380876579840003,1
-0.8051651525087603,0.3238956423350886,1
-0.8379413958701777,0.38520663831142365,1
-0.7854071855764835,0.34076119497610147,1
-0.8164475199405516,0.38439021573004334,1
-0.8638755942759917,0.34421842708342815,1
-0.8856799216610152,0.33815853409636537,1
-0.8683048354590684,0.3574925818978485,1
-0.8110702135766408,0.3877211566646659,1
-0.8121298608573854,0.37670271591714777,1
-0.7923657000853697,0.31732657280171184,1
-0.8264399074245827,0.3245800124773589,1
-0.8414275098471043,0.3464605999784808,1
-0.8794581330972393,0.350815028731199,1
-0.8701292558022787,0.32868034893981013,1
-0.8290333509840692,0.30919790441139827,1
-0.8475392272509124,0.29163139035855873,1
-0.8859368105063239,0.37237962724183155,1
-0.8754736141323659,0.30952258591264786,1
-0.8247957981571377,0.2932319067353721,1
-0.8562741470555794,0.2887564706775879,1
-0.8367763617586914,0.36440888095428103,1
-0.8636703331503776,0.3518234424643391,1
-0.8205252115256678,0.3756297539470868,1
-0.8369930292239799,0.3775110282669627,1
-0.8534288502715722,0.3668870553595448,1
-0.8674451527221405,0.3800375423737998,1
-0.8495611535193737,0.36046874992994193,1
-0.8133574842955104,0.3649838875804354,1
-0.8350569276596495,0.3675190137983497,1
-0.8189452687261293,0.40065213534447175,1
-0.8651246812897103,0.3647887873378448,1
-0.8287698192780177,0.4149692939451155,1
-0.8032446261664519,0.4051262983424274,1
-0.7913875565284141,0.42932478985814626,1
-0.8248538484755745,0.43226040911414876,1
-0.8163876005800005,0.4261872579457967,1
-0.81168637937689,0.43039666804584686,1
-0.8105541526686479,0.4563374191999012,1
-0.7454194234643545,0.3788904804546417,1
-0.8109977317980738,0.3691143086965323,1
-0.8128201396369125,0.35774023015343387,1
-0.7671341010930273,0.32078586390379216,1
-0.8025325203733149,0.34000960555600146,1
-0.8354653985687085,0.332083663876233,1
-0.8228833931411748,0.3434007174391047,1
-0.7582524714011183,0.36893238166851167,1
-0.7521400288734269,0.3381728056798054,1
-0.7476067416027331,0.3374530908321035,1
-0.7497581468851189,0.3584803973084261,1
-0.774364059788559,0.36212540618820993,1
-0.8065896354226805,0.3236331634341552,1
-0.8048920019421655,0.3666916665557785,1
-0.8240343459166671,0.37147236242342296,1
-0.8143269636692992,0.325337360375521,1
-0.8625771024079396,0.37413490324497833,1
-0.8336744719896129,0.36752894251709145,1
-0.8048008616454612,0.34262345006920414,1
-0.810914067573669,0.35423092794505345,1
-0.7967756815251726,0.39006843481944276,1
-0.7730006006758385,0.363715641847705,1
-0.7372207192919661,0.3481685946884205,1
-0.7261492572714742,0.3511389887994576,1
-0.735929690616119,0.36795833693051555,1
-0.759917185504828,0.393724606813348,1
-0.7366635176671822,0.37896718265993734,1
-0.7266799257712293,0.4118436984281038,1
-0.7248500096559504,0.43065007341725686,1
-0.6994159876638497,0.4774223657065675,1
-0.7298363292991977,0.4661045912161642,1
-0.7331266525463531,0.48334689140302173,1
-0.7094119742545185,0.463371510424122,1
-0.6979294044177715,0.4858929202854181,1
-0.700096066311736,0.49926748671480836,1
