"MSD","taus","experiment"
0.00724668150939065,0.21,"SIM_72"
0.0104821156696376,0.42,"SIM_72"
0.0117116689389964,0.63,"SIM_72"
0.0129244041791226,0.84,"SIM_72"
0.0143273938032436,1.05,"SIM_72"
0.0153444212871819,1.26,"SIM_72"
0.0171673200009706,1.47,"SIM_72"
0.01789215308463,1.68,"SIM_72"
0.01864338727731,1.89,"SIM_72"
0.0197264055624341,2.1,"SIM_72"
0.0211880081358383,2.31,"SIM_72"
0.0233741007426808,2.52,"SIM_72"
0.0244526230058854,2.73,"SIM_72"
0.0245170300733226,2.94,"SIM_72"
0.0250979579236582,3.15,"SIM_72"
0.0262873397886258,3.36,"SIM_72"
0.0267859537118087,3.57,"SIM_72"
0.0268776986478275,3.78,"SIM_72"
0.0271971624182169,3.99,"SIM_72"
0.0280898435643181,4.2,"SIM_72"
0.0277463143114079,4.41,"SIM_72"
0.0298049567338093,4.62,"SIM_72"
0.0301979336292249,4.83,"SIM_72"
0.0299019680114866,5.04,"SIM_72"
0.0302179654364709,5.25,"SIM_72"
0.0320933834153925,5.46,"SIM_72"
0.033275149947922,5.67,"SIM_72"
0.0338174169090267,5.88,"SIM_72"
0.0340445925913424,6.09,"SIM_72"
0.0355325028985599,6.3,"SIM_72"
0.0360221535673344,6.51,"SIM_72"
0.0374362110831701,6.72,"SIM_72"
0.0386303423349478,6.93,"SIM_72"
0.0389861451555024,7.14,"SIM_72"
0.0394014297252339,7.35,"SIM_72"
0.0407200984407424,7.56,"SIM_72"
0.0411510598070696,7.77,"SIM_72"
0.0413189984336918,7.98,"SIM_72"
0.0419258397664741,8.19,"SIM_72"
0.0419959628536731,8.4,"SIM_72"
0.0424759531104785,8.61,"SIM_72"
0.0422643694136466,8.82,"SIM_72"
0.0417527695125616,9.03,"SIM_72"
0.0416591863730261,9.24,"SIM_72"
0.0409955040359364,9.45,"SIM_72"
0.0417416040655499,9.66,"SIM_72"
0.0424872999665359,9.87,"SIM_72"
0.0417480023894519,10.08,"SIM_72"
0.0415991529271116,10.29,"SIM_72"
0.0434197610237295,10.5,"SIM_72"
0.0454255156973851,10.71,"SIM_72"
0.0460494364636309,10.92,"SIM_72"
0.0475524824568464,11.13,"SIM_72"
0.0485679786259958,11.34,"SIM_72"
0.0508246123656164,11.55,"SIM_72"
0.0510621659046764,11.76,"SIM_72"
0.0522160266436021,11.97,"SIM_72"
0.0532036409295097,12.18,"SIM_72"
0.0550215836194579,12.39,"SIM_72"
0.0565941969302565,12.6,"SIM_72"
0.0586916743463459,12.81,"SIM_72"
0.0588155447400458,13.02,"SIM_72"
0.0592699334703254,13.23,"SIM_72"
0.0595985384459169,13.44,"SIM_72"
0.0600251844518392,13.65,"SIM_72"
0.0606774460957981,13.86,"SIM_72"
0.0627330484376453,14.07,"SIM_72"
0.0633347574222633,14.28,"SIM_72"
0.0652033380886449,14.49,"SIM_72"
0.0666151772328061,14.7,"SIM_72"
0.0669258030434217,14.91,"SIM_72"
0.0675597722792552,15.12,"SIM_72"
0.067676860911429,15.33,"SIM_72"
0.0682250417253862,15.54,"SIM_72"
0.0696037617675513,15.75,"SIM_72"
0.0716844518361413,15.96,"SIM_72"
0.0719033329543858,16.17,"SIM_72"
0.0727648189527777,16.38,"SIM_72"
0.0736883754088392,16.59,"SIM_72"
0.0750932712244383,16.8,"SIM_72"
0.0771937135385018,17.01,"SIM_72"
0.0786402492772352,17.22,"SIM_72"
0.0787352136909381,17.43,"SIM_72"
0.0799548843594148,17.64,"SIM_72"
0.0806412494947992,17.85,"SIM_72"
0.0814684731850529,18.06,"SIM_72"
0.082920236921258,18.27,"SIM_72"
0.0852681189279764,18.48,"SIM_72"
0.0864895573650493,18.69,"SIM_72"
0.089079514506892,18.9,"SIM_72"
0.0906297864183452,19.11,"SIM_72"
0.0913351422147353,19.32,"SIM_72"
0.0927792897202985,19.53,"SIM_72"
0.0947752361128885,19.74,"SIM_72"
0.0957046134186092,19.95,"SIM_72"
0.0970500487962364,20.16,"SIM_72"
0.098145741864908,20.37,"SIM_72"
0.0984332810648427,20.58,"SIM_72"
0.100388799950103,20.79,"SIM_72"
0.103252449610778,21,"SIM_72"
