,MSD,taus,experiment
1,0.00160394829316719,0.21,SIM_1
2,0.00208780290079289,0.42,SIM_1
3,0.00246735457536634,0.63,SIM_1
4,0.00277608572243935,0.84,SIM_1
5,0.00298187943887659,1.05,SIM_1
6,0.00315517427952173,1.26,SIM_1
7,0.00337365400842045,1.47,SIM_1
8,0.00375094159674192,1.68,SIM_1
9,0.00405221309354856,1.89,SIM_1
10,0.00410205773063182,2.1,SIM_1
11,0.00449404644639433,2.31,SIM_1
12,0.00470917041980745,2.52,SIM_1
13,0.00480053745136748,2.73,SIM_1
14,0.0049784605677428,2.94,SIM_1
15,0.00504366747263291,3.15,SIM_1
16,0.00512330061033935,3.36,SIM_1
17,0.00499451216575985,3.57,SIM_1
18,0.00508286667319513,3.78,SIM_1
19,0.00540050558783013,3.99,SIM_1
20,0.0056589706686026,4.2,SIM_1
21,0.0056997365662263,4.41,SIM_1
22,0.00577028408425649,4.62,SIM_1
23,0.0058026971600886,4.83,SIM_1
24,0.00555302735848818,5.04,SIM_1
25,0.00549709129636407,5.25,SIM_1
26,0.00555779796934497,5.46,SIM_1
27,0.00538868945236479,5.67,SIM_1
28,0.00528596119973749,5.88,SIM_1
29,0.00546923432847228,6.09,SIM_1
30,0.00548235197945963,6.3,SIM_1
31,0.00525810643335937,6.51,SIM_1
32,0.00542386735536722,6.72,SIM_1
33,0.00527853238663057,6.93,SIM_1
34,0.00525126798064148,7.14,SIM_1
35,0.00530581368108826,7.35,SIM_1
36,0.00544736641105039,7.56,SIM_1
37,0.00533370196897709,7.77,SIM_1
38,0.00558196073010702,7.98,SIM_1
39,0.00556882882067501,8.19,SIM_1
40,0.00557956620557979,8.4,SIM_1
41,0.00546673237847629,8.61,SIM_1
42,0.00560722346183911,8.82,SIM_1
43,0.00553519746345105,9.03,SIM_1
44,0.00560045245437347,9.24,SIM_1
45,0.00572353541509135,9.45,SIM_1
46,0.00579694285514722,9.66,SIM_1
47,0.00582627241706679,9.87,SIM_1
