,MSD,taus,experiment
1,0.0065639648241206,0.21,200618_QuickCap_G4BSdn2_Plus_01.csv
2,0.0102002222222222,0.42,200618_QuickCap_G4BSdn2_Plus_01.csv
3,0.0137400507614213,0.63,200618_QuickCap_G4BSdn2_Plus_01.csv
4,0.0161771785714286,0.84,200618_QuickCap_G4BSdn2_Plus_01.csv
5,0.0186386,1.05,200618_QuickCap_G4BSdn2_Plus_01.csv
6,0.0214472525773196,1.26,200618_QuickCap_G4BSdn2_Plus_01.csv
7,0.0244811917098446,1.47,200618_QuickCap_G4BSdn2_Plus_01.csv
8,0.0261623385416667,1.68,200618_QuickCap_G4BSdn2_Plus_01.csv
9,0.0270929528795811,1.89,200618_QuickCap_G4BSdn2_Plus_01.csv
10,0.0285243789473684,2.1,200618_QuickCap_G4BSdn2_Plus_01.csv
11,0.029874708994709,2.31,200618_QuickCap_G4BSdn2_Plus_01.csv
12,0.0306834893617021,2.52,200618_QuickCap_G4BSdn2_Plus_01.csv
13,0.0314844973262032,2.73,200618_QuickCap_G4BSdn2_Plus_01.csv
14,0.0324401827956989,2.94,200618_QuickCap_G4BSdn2_Plus_01.csv
15,0.0333076702702703,3.15,200618_QuickCap_G4BSdn2_Plus_01.csv
16,0.0341896847826087,3.36,200618_QuickCap_G4BSdn2_Plus_01.csv
17,0.0344412786885246,3.57,200618_QuickCap_G4BSdn2_Plus_01.csv
18,0.0348816868131868,3.78,200618_QuickCap_G4BSdn2_Plus_01.csv
19,0.0344692375690608,3.99,200618_QuickCap_G4BSdn2_Plus_01.csv
20,0.0357790777777778,4.2,200618_QuickCap_G4BSdn2_Plus_01.csv
21,0.035347407821229,4.41,200618_QuickCap_G4BSdn2_Plus_01.csv
22,0.0356712640449438,4.62,200618_QuickCap_G4BSdn2_Plus_01.csv
23,0.0365160847457627,4.83,200618_QuickCap_G4BSdn2_Plus_01.csv
24,0.0376475170454545,5.04,200618_QuickCap_G4BSdn2_Plus_01.csv
25,0.0392618114285714,5.25,200618_QuickCap_G4BSdn2_Plus_01.csv
26,0.0398117931034483,5.46,200618_QuickCap_G4BSdn2_Plus_01.csv
27,0.0392722774566474,5.67,200618_QuickCap_G4BSdn2_Plus_01.csv
28,0.0399518720930233,5.88,200618_QuickCap_G4BSdn2_Plus_01.csv
29,0.0401736081871345,6.09,200618_QuickCap_G4BSdn2_Plus_01.csv
30,0.0411455411764706,6.3,200618_QuickCap_G4BSdn2_Plus_01.csv
31,0.0415204378698225,6.51,200618_QuickCap_G4BSdn2_Plus_01.csv
32,0.0431937976190476,6.72,200618_QuickCap_G4BSdn2_Plus_01.csv
