,MSD,taus,experiment
1,0.0071701608040201,0.21,180718_QuickMem_U3alonePlus_01.csv
2,0.00846941414141414,0.42,180718_QuickMem_U3alonePlus_01.csv
3,0.0100699187817259,0.63,180718_QuickMem_U3alonePlus_01.csv
4,0.0107787193877551,0.84,180718_QuickMem_U3alonePlus_01.csv
5,0.0129204871794872,1.05,180718_QuickMem_U3alonePlus_01.csv
6,0.0135447113402062,1.26,180718_QuickMem_U3alonePlus_01.csv
7,0.0147813523316062,1.47,180718_QuickMem_U3alonePlus_01.csv
8,0.0157438072916667,1.68,180718_QuickMem_U3alonePlus_01.csv
9,0.0171501047120419,1.89,180718_QuickMem_U3alonePlus_01.csv
10,0.0177596157894737,2.1,180718_QuickMem_U3alonePlus_01.csv
11,0.0189513597883598,2.31,180718_QuickMem_U3alonePlus_01.csv
12,0.0195364627659574,2.52,180718_QuickMem_U3alonePlus_01.csv
13,0.0205027914438503,2.73,180718_QuickMem_U3alonePlus_01.csv
14,0.0203253655913978,2.94,180718_QuickMem_U3alonePlus_01.csv
15,0.0202025837837838,3.15,180718_QuickMem_U3alonePlus_01.csv
16,0.0206708043478261,3.36,180718_QuickMem_U3alonePlus_01.csv
17,0.0214923387978142,3.57,180718_QuickMem_U3alonePlus_01.csv
18,0.0214089120879121,3.78,180718_QuickMem_U3alonePlus_01.csv
19,0.0217455027624309,3.99,180718_QuickMem_U3alonePlus_01.csv
20,0.0217468444444444,4.2,180718_QuickMem_U3alonePlus_01.csv
21,0.0223467430167598,4.41,180718_QuickMem_U3alonePlus_01.csv
22,0.0235234325842697,4.62,180718_QuickMem_U3alonePlus_01.csv
23,0.0245913672316384,4.83,180718_QuickMem_U3alonePlus_01.csv
24,0.0250991647727273,5.04,180718_QuickMem_U3alonePlus_01.csv
25,0.0254102057142857,5.25,180718_QuickMem_U3alonePlus_01.csv
26,0.0256675862068965,5.46,180718_QuickMem_U3alonePlus_01.csv
27,0.0262888843930636,5.67,180718_QuickMem_U3alonePlus_01.csv
28,0.0260418372093023,5.88,180718_QuickMem_U3alonePlus_01.csv
29,0.0263809590643275,6.09,180718_QuickMem_U3alonePlus_01.csv
30,0.0270343647058823,6.3,180718_QuickMem_U3alonePlus_01.csv
31,0.0267607514792899,6.51,180718_QuickMem_U3alonePlus_01.csv
32,0.0278894345238095,6.72,180718_QuickMem_U3alonePlus_01.csv
33,0.0289365988023952,6.93,180718_QuickMem_U3alonePlus_01.csv
34,0.0294331987951807,7.14,180718_QuickMem_U3alonePlus_01.csv
35,0.0291235393939394,7.35,180718_QuickMem_U3alonePlus_01.csv
36,0.0300341158536585,7.56,180718_QuickMem_U3alonePlus_01.csv
37,0.0307308282208589,7.77,180718_QuickMem_U3alonePlus_01.csv
38,0.0318535555555556,7.98,180718_QuickMem_U3alonePlus_01.csv
39,0.0334502173913043,8.19,180718_QuickMem_U3alonePlus_01.csv
40,0.03546805625,8.4,180718_QuickMem_U3alonePlus_01.csv
41,0.0364838742138365,8.61,180718_QuickMem_U3alonePlus_01.csv
42,0.0393462658227848,8.82,180718_QuickMem_U3alonePlus_01.csv
43,0.0401332101910828,9.03,180718_QuickMem_U3alonePlus_01.csv
44,0.0409228846153846,9.24,180718_QuickMem_U3alonePlus_01.csv
45,0.0408288064516129,9.45,180718_QuickMem_U3alonePlus_01.csv
46,0.0416790324675325,9.66,180718_QuickMem_U3alonePlus_01.csv
47,0.0422670849673203,9.87,180718_QuickMem_U3alonePlus_01.csv
48,0.0436019144736842,10.08,180718_QuickMem_U3alonePlus_01.csv
49,0.0445253377483444,10.29,180718_QuickMem_U3alonePlus_01.csv
